Dnr,Agenda_2030,VinnovaAnpassatDelm
2018-04274,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04278,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04280,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04283,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04292,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04300,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04302,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04305,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04307,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04314,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04318,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04319,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04321,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04330,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04332,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04336,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04343,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04348,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04365,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04379,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04390,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04403,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04404,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04410,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04414,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04418,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04419,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04432,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04444,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04455,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04495,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04496,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04521,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04532,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04534,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04535,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04551,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04555,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04591,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04594,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04651,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04670,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04673,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04680,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04681,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04691,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04696,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04697,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04700,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04708,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
2018-04709,"9 Hållbar industri, innovationer och infrastruktur","Främja en hållbar industri genom effektivare resursanvändning, fler rena och miljövänliga tekniker och industriprocesser"
